"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date"
"122","This version crashes","https://itunes.apple.com/us/reviews/id38813221","9154836310736","8.1",1,"I have been very satisfied with this app. This morning though on my iPhone 7 it keeps crashing can’t even log in. Tried restarting my phone, reinstalling the app, and another restart. The app kept crashing at the login screen. I tried to call and the report the problem but I just got put through a 20 minute loop of automated phone prompts then got put on hold. I wouldn’t normally put a bad review for an app I like that needs a glitch repaired but they have no good way to notify them. I use this app heavily and need it fixed ASAP!!!!!!!!!!!!",2019-03-06
"123","App crashes on login","https://itunes.apple.com/us/reviews/id9105361","Tjibrony","8.1",1,"New update causing app to crash on Face ID login",2019-03-06
"124","App crashes","https://itunes.apple.com/us/reviews/id41309503","kingphish","8.1",1,"The latest update crashes every time I try to open it and sign in. Recommend holding off on updating until they can fix this.",2019-03-06
"125","Version 8.1 Update is Broken","https://itunes.apple.com/us/reviews/id188788770","ouch indeed","8.1",1,"The app continuously quits/restarts immediately after passing the start-up screen.",2019-03-06
"126","Are you kidding me fix this now","https://itunes.apple.com/us/reviews/id386958076","aggravated dad","8.1",1,"I can’t log into the app from my iPhone it opens shows Face ID symbol and then shuts  down now nothing works my iPad or iPhone great app. I have deleted it and reinstalled it nothing and no one ever responded to my first two negative Redford the iPad fix this now",2019-03-06
"127","Last Crashes!","https://itunes.apple.com/us/reviews/id189213116","Edisto Native","8.1",1,"After last update the app will not start. It black screen crashes when it ask for Touch ID. Then restarts and does same thing repeatedly.  Cannot be used as is.",2019-03-06
"128","Keeps crashing","https://itunes.apple.com/us/reviews/id156106788","lemerex","8.1",1,"Recent update to the app keeps crashing on the iphone Xr. I tried updating the app, removing it all together and re-downloading and it keeps doing the same thing. Please fix it! I love the app but can’t use it on the iPhone Xr.",2019-03-06
"129","Crashes every time upon opening","https://itunes.apple.com/us/reviews/id199088894","Bmills1479","8.1",1,"This app just updated automatically and now it crashes every time I try to open it. I deleted it and reinstalled it. But as soon as I try to sign into my account, it crashes. Please fix it immediately!

Note: It crashes immediately on both my iPhone and my iPad. So it is not limited to a single device.",2019-03-06
"130","Crashes","https://itunes.apple.com/us/reviews/id183570245","FireSamue","8.1",1,"The latest update is causing the app to crash upon startup. Pretty much useless at the moment.",2019-03-06
"131","Crashing","https://itunes.apple.com/us/reviews/id38997001","JeffreyDean","8.1",1,"Whatever update they just pushed is now crashing the app. It tries to open then immediately closes.",2019-03-06
"132","Update doesn’t work","https://itunes.apple.com/us/reviews/id224041985","kellybird17","8.1",1,"This app is has always been great, I use it more than their actual website, however the new update (8.1) does not work and quits as soon as a log in.",2019-03-06
"133","New version DOES NOT WORK HELP!!!","https://itunes.apple.com/us/reviews/id169190026","curlygirl131","8.1",1,"The app won’t start. Help!!!",2019-03-06
"134","Bad update","https://itunes.apple.com/us/reviews/id103571643","alaniki","8.1",1,"Crashes often, won’t even open",2019-03-06
"135","New update crashed app","https://itunes.apple.com/us/reviews/id46173434","endurancechamp","8.1",1,"The new update won’t let me open the application",2019-03-06
"136","Latest update crashing app","https://itunes.apple.com/us/reviews/id194808400","Beidrbekdpwkrhdidjdne","8.1",1,"After updating this morning, the app no longer works. It just keeps resetting at the login screen or closes completely. Please fix ASAP. Will update rating after fix.",2019-03-06
"137","New update 3/6","https://itunes.apple.com/us/reviews/id30373167","colesworld93","8.1",1,"New update does not work, my app opens and closes indefinitely. Very annoyed.",2019-03-06
"138","Buggy update","https://itunes.apple.com/us/reviews/id344521338","snacksbychedda","8.1",1,"Ever since the most recent update i cant even get the app to open without it crashing. Cleared my cache re downloaded the app still nothing.",2019-03-06
"139","Garbage app","https://itunes.apple.com/us/reviews/id162288375","Qwerty87765","8.1",1,"Can’t even stay in the app for more than 5 seconds before it force closes itself.",2019-03-06
"140","-__-","https://itunes.apple.com/us/reviews/id104831380","bleigh08","8.1",1,"Updated and the app keeps crashing when I try to open it",2019-03-06
"141","App no longer works","https://itunes.apple.com/us/reviews/id18066795","Davidm6375","8.1",1,"Your latest update broke the app. It now crashes every time I try to log in.",2019-03-06
"142","App not working","https://itunes.apple.com/us/reviews/id941085364","cjr0288","8.1",1,"Been using this app for a while and today for the first time it will go to the main menu screen and then the app will close. I am currently unable to login and view my banking status due to the app malfunctioning. I hope someone reads this so they may resolve this issue ASAP.",2019-03-06
"143","Terrible","https://itunes.apple.com/us/reviews/id148309941","N/A 1234","8.1",1,"1. No dark mode support. 

The old iPad version had a dark grey background which was sufficient.  

New version is too *BRIGHT* to use in bed on large iPad screen. 

2. Still no shop safe support. 

#Fail
#DarkMode
#ShopSafeFailure",2019-03-06
"144","Last update broke it","https://itunes.apple.com/us/reviews/id6678598","Ten2k","8.1",1,"Last update broke the app. Please roll back.",2019-03-06
"145","Crashing.","https://itunes.apple.com/us/reviews/id20995900","Gbs313","8.1",1,"As of this morning 3-6-2019 can’t open the app, once it gets to fingerprint screen it crashes. I then deleted the app, downloaded it again, went to sign in manually and it still crashes. This is absolutely killing me. This is such an incredible inconvenience. I literally can’t do anything about this.",2019-03-06
"146","Crashes every time you try to open it.","https://itunes.apple.com/us/reviews/id104021039","blbarron","8.1",1,"Latest update is not stable, app will not open and crashes every time you try to launch it.",2019-03-06
"147","Latest update - app crashes","https://itunes.apple.com/us/reviews/id106978937","_f_tank","8.1",1,"The app crashes each time I open it",2019-03-06
"148","Bug","https://itunes.apple.com/us/reviews/id243574237","Yeayeayesyes","8.1",1,"This new version won’t allow me to open my app",2019-03-06
"149","Do not upgrade","https://itunes.apple.com/us/reviews/id25120049","Woodiah","8.1",1,"The version released yesterday will prevent the app from opening! Make she wonder about their quality control!",2019-03-06
"150","Fix the Update ASAP!","https://itunes.apple.com/us/reviews/id666719443","Mikeco89","8.1",1,"At least use the old platform for now!",2019-03-06
"151","Alan","https://itunes.apple.com/us/reviews/id987971795","dfgjnbvftyjbvcfhjjvcdthjnvf","8.1",1,"I just updated the latest version and now when I open the app up it crashes and closes back out immediately. Bad update",2019-03-06
"152","App it’s crashing on X’s Max 12.1.4","https://itunes.apple.com/us/reviews/id437018924","Irdane","8.1",1,"At login will automatically go dark and close.",2019-03-06
"153","Closes App","https://itunes.apple.com/us/reviews/id40268070","ShellMare93","8.1",1,"This app used to run really well until the most recent update. Now, I try and click on the app and it immediately closes as soon as it opens. So frustrating.",2019-03-06
"154","The new update crashes before sign-in","https://itunes.apple.com/us/reviews/id40520437","ericp331","8.1",5,"Just installed the new update this morning. Now, the app crashes before signing in. Every time. My iPhone uses the current iOS - 12.1.4. Am I the only one having this problem?",2019-03-06
"155","Latest update","https://itunes.apple.com/us/reviews/id41395729","beyond626","8.1",1,"App worked great until this last update not it crashes immediately after Face ID login every time. Please fix this!",2019-03-06
"156","iOS App Crashing","https://itunes.apple.com/us/reviews/id137455946","Cmroth76","8.1",2,"Normally I love this app and use it any time I need it to transfer funds, look at accounts, etc. but today all it’s been doing is loading and then crashing. I have an iPhone X.",2019-03-06
"157","The app isn’t working on IPhone 7","https://itunes.apple.com/us/reviews/id466873008","mircea1984","8.1",1,"I’m having problems with this particular app.
I’m trying to make a payment and I can’t even login.
The app opens and closes repeatedly on its own.
Need action immediately!",2019-03-06
"158","Update is crashing please fix ASAP","https://itunes.apple.com/us/reviews/id217089351","mynameistaken135","8.1",1,"I cannot even open the app.",2019-03-06
"159","Latest version won’t even load","https://itunes.apple.com/us/reviews/id42425434","Crankyfu","8.1",1,"Nice job, you sleazy crooks. Latest version of your app won’t even load. 

Crashes as soon as the touch-ID prompt comes up, then reloads, pops up touch-ID, crashes, reloads, ad infinitum. (And yes, I rebooted my phone after that. Does the same thing. Useless.)

What’s even more worthless than Bank of America? Their unusable app.",2019-03-06
"160","Doesn’t open","https://itunes.apple.com/us/reviews/id33520782","dokta.G","8.1",1,"Most recent update shows touch id prompt then reloads to splash screen and then touch id prompt repeat",2019-03-06
"161","New version for iPhone fails at login","https://itunes.apple.com/us/reviews/id42413305","mekanik73","8.1",1,"Recent update for iPhone will not allow you to get past the login screen.  The app blinks and then closes.",2019-03-06
"162","New update now its crashing 🤔","https://itunes.apple.com/us/reviews/id987970900","coleghgdv","8.1",1,"Imagine that",2019-03-06
"163","App Crashing","https://itunes.apple.com/us/reviews/id37373122","kurgan72316","8.1",1,"The latest update broke the app, iPhone XS Max.",2019-03-06
"164","App is crashing !","https://itunes.apple.com/us/reviews/id171510689","Tonito555","8.1",1,"Latest update is crashing the app.",2019-03-06
"165","Stopped working on iPhone X","https://itunes.apple.com/us/reviews/id507549844","D. Oldham","8.1",1,"After the update it loops at login.",2019-03-06
"166","Recent update fails","https://itunes.apple.com/us/reviews/id132315726","wje99999","8.1",1,"On my iphone8x, your recent update fails. The app continually cycles through opening screen and one can’t log in. Please fix this ASAP",2019-03-06
"167","App Crashes","https://itunes.apple.com/us/reviews/id150633046","Daisydarlin12","8.1",1,"BOA it seems your latest update is unstable. The app crashes every time I try to enter my passcode to log in! Might want to recheck some of those bugs...",2019-03-06
"168","Latest Update Causing App to Crash at Start","https://itunes.apple.com/us/reviews/id432572070","FL turtle","8.1",1,"App is unusable after the latest update. Just crashes at start up. Please fix.",2019-03-06
"169","Update makes app crash","https://itunes.apple.com/us/reviews/id5268626","Sandi24601","8.1",1,"Since the update I can open the app without it crashing. Please fix",2019-03-06
"170","New version crashes on start","https://itunes.apple.com/us/reviews/id124208056","JoeBayusik","8.1",1,"A new version was released 3/5/2019 and when I installed on my iPhone 7 Plus running latest iOS 12.0.4 it crashes as soon as I open it",2019-03-06
"171","Update made it useless","https://itunes.apple.com/us/reviews/id39612460","paulcaruso8","8.1",1,"After last night’s update, the app launches and then at log-in screen the app immediately crashes. Frustrating",2019-03-06
"172","Not working","https://itunes.apple.com/us/reviews/id343798385","Ppjan","8.1",1,"Cannot even open app it keeps closing on me! What’s up?",2019-03-06
"173","Update on 3/6/19","https://itunes.apple.com/us/reviews/id379021001","ægæāœô","8.1",1,"I cannot log in. At the home page my screen goes black every time I go to log in. This only began since this update today.",2019-03-06
"174","Error","https://itunes.apple.com/us/reviews/id644753707","bud3636","8.1",5,"Since the new update I can’t log on the app keeps force closing and and just shuts down",2019-03-06
"175","Same crashing problem as everyone else","https://itunes.apple.com/us/reviews/id874789924","staylo12","8.1",1,"The newest update of the app makes it immediately crash upon opening in two different ways. Either I try to use Touch ID and the app crashes or I try to press the button that’ll let me put in my password and then I just get an alternating loop of black screen and the BoA loading screen (the red one). This is a SERIOUS bug and hopefully someone will notice all the terrible reviews and do something about it. I’ll remove this review when this finally gets fixed.",2019-03-06
"176","App Crashes","https://itunes.apple.com/us/reviews/id38178353","SMM2008","8.1",1,"The app has been crashing ever since I did the update this morning.  Ugh!!!  Please fix!",2019-03-06
"177","New update","https://itunes.apple.com/us/reviews/id273091175","JennLeigh1980","8.1",1,"I just downloaded the new update today. Now the app doesn’t even open. I can’t even type in my username and password....it just closes. I tried deleting the app and reinstalling it. Same thing happens.",2019-03-06
"178","With new version App Crashes","https://itunes.apple.com/us/reviews/id138689918","Need-A-Hand","8.1",1,"Like the others users the app crashes as soon as I try to open it.  It started with the newest version.  Don’t these version updates go through testing before production?",2019-03-06
"179","Broken","https://itunes.apple.com/us/reviews/id101646860","Njnew89","8.1",1,"Broken after 3/4 update. Crashes upon launch",2019-03-06
"180","The last update has bugs it shows a black screen and shut down the app","https://itunes.apple.com/us/reviews/id202122992","eezlink","8.1",1,"The last update has bugs it shows a black screen and shut down the app",2019-03-06
"181","New update crashes","https://itunes.apple.com/us/reviews/id413467146","Pleaseeeee Fixxxxxx","8.1",1,"Just updated app and it crashes without ever opening. Using iPhone XS iOS 12.1.4. Please fix soon!",2019-03-06
"182","Keeps Crashing","https://itunes.apple.com/us/reviews/id870766127","sfbest23","8.1",1,"App keeps crashing on iOS 12.",2019-03-06
"183","App keeps crashing.","https://itunes.apple.com/us/reviews/id328851508","SuperRapido","8.1",1,"After latest update the app doesn’t work. Tried uninstalling and reinstalling still doesn’t work. Tried to install on a different phone and still doesn’t work.",2019-03-06
"184","Needs to be fixed","https://itunes.apple.com/us/reviews/id560765968","RickyRivera1234","8.1",1,"The app is the one way I access my account and every time I open the app, it shuts down and kicks me out within seconds.",2019-03-06
"185","Crashes when logging on.","https://itunes.apple.com/us/reviews/id25897835","Mikecadt","8.1",1,"The new update has an issue. App crashes every time you try and login.",2019-03-06
"186","New update makes app not work","https://itunes.apple.com/us/reviews/id101262477","Bolton groupie","8.1",1,"App keeps closing & will not let me sign in after the new update",2019-03-06
"187","App not working!!!","https://itunes.apple.com/us/reviews/id178130587","Mrs hot Dave","8.1",1,"Whatever the update was on 3/5/19, now the app can not open. Keeps crashing. Please fix!",2019-03-06
"188","The app keeps crashing after this new version came out for it","https://itunes.apple.com/us/reviews/id415204182","Rjfjebe","8.1",3,"I’m having trouble with getting into the app. Every time I try signing in it quits on me every time. Any reason why? It’s only this app and I’ve tried installing and uninstalling the app",2019-03-06
"189","New Update Is Horrible !!","https://itunes.apple.com/us/reviews/id603895072","Swag_Daddy_Kush_","8.1",1,"I can’t even open my app to check my account it keeps closing and reopening, all this happened after the recent update. Please fix !!!",2019-03-06
"190","App keeps crashing since update!!","https://itunes.apple.com/us/reviews/id41350111","uncle farkus","8.1",1,"Help!",2019-03-06
"191","App won’t initiate after update","https://itunes.apple.com/us/reviews/id169445884","Sponger7","8.1",1,"Great job with the recent update 👎🏼 Now I can’t use the app. Every time I try and access it, it comes on screen, then flickers and won’t load.",2019-03-06
"192","Fix it please","https://itunes.apple.com/us/reviews/id104868681","KenLuong86","8.1",1,"The new update messed everything up. Can’t even access it at all.",2019-03-06
"193","IOS App is always crashing after todays update","https://itunes.apple.com/us/reviews/id485490343","P12-34","8.1",1,"The version released today is faulty. App is continuously crashing while login",2019-03-06
"194","App not working","https://itunes.apple.com/us/reviews/id18799945","Jimlack","8.1",1,"Not sure if update caused it but app on IPhone not working now.",2019-03-06
"195","App close out and not accepting mobile payment","https://itunes.apple.com/us/reviews/id11457306","Rebsyroo","8.1",1,"When I go to open the app to sign in the app just closes and I can’t get logged in. Additionally before this update I would try to do a mobile payment and it wouldn’t accept the payment and would show an error.",2019-03-06
"196","Technical problems","https://itunes.apple.com/us/reviews/id632899668","chuckbutternut","8.1",5,"Seems like the latest update is malfunctioning. Please check it out! Thanks.",2019-03-06
"197","Latest update causing app to crash","https://itunes.apple.com/us/reviews/id459149059","Kyo Kuan","8.1",1,"Not able to get past face id, app continues to crash. Please push a fix!",2019-03-06
"198","Crash at Open w/ New Update","https://itunes.apple.com/us/reviews/id42964367","JJ53","8.1",1,"Crashes as soon as get to login screen. Unable to use. C’mon man..",2019-03-06
"199","V8.1 crashes when opening","https://itunes.apple.com/us/reviews/id25234773","ScLite","8.1",2,"Always been pleased with this app, but latest version closes during startup 😞",2019-03-06
"200","New update doesn’t work.","https://itunes.apple.com/us/reviews/id40533535","Beccisue2002","8.1",1,"New update doesn’t work. App will not load. I had to go to Safari to view account. Grrrr",2019-03-06
"201","New update keeps crashing","https://itunes.apple.com/us/reviews/id21630656","rennyrenrennerson","8.1",1,"I can’t get the app to open since yesterdays update. It keeps trying but crashes over and over. Please fix",2019-03-06
"202","Keeps Crashing","https://itunes.apple.com/us/reviews/id18034678","laywork 7","8.1",1,"Keeps crashing after l updated the app this morning",2019-03-06
"203","Booooooooooo!!!","https://itunes.apple.com/us/reviews/id273870925","DoggyDC","8.1",1,"App doesn’t load. Crashes instantly. Bug fixes? I think the opposite.",2019-03-06
"204","Latest Update Broke It","https://itunes.apple.com/us/reviews/id324295967","hbee5","8.1",1,"This app has always been great until now. It’s completely unusable. Hope it will be fixed quickly. Many people rely on this app.",2019-03-06
"205","Nice update","https://itunes.apple.com/us/reviews/id236568684","Giz1717","8.1",1,"Nice QC check on the latest update jackasses. Quality work there 👍🏻",2019-03-06
"206","8.1 update terrible","https://itunes.apple.com/us/reviews/id243344914","Myreview:/","8.1",3,"The app closes every time I try to open it the update needs to be fixed",2019-03-06
"207","Broken","https://itunes.apple.com/us/reviews/id85810646","Dramace","8.1",1,"Latest update broke the app to where I can’t even open it.",2019-03-06
"208","Crash","https://itunes.apple.com/us/reviews/id26882217","Jerk2011","8.1",1,"Did apple update on 3.4 and app now crashes and shuts down at login screen",2019-03-06
"209","Beware latest update","https://itunes.apple.com/us/reviews/id391062669","BobM6088","8.1",1,"App continually crashes on open after update today. Prior to this, was an excellent app for me",2019-03-06
"210","No longer works with the latest upgrade","https://itunes.apple.com/us/reviews/id18898855","JBruno3","8.1",5,"Loved this app... then the latest update happened and it no longer launches.  Just quits. I tried reinstalling and restarting but nothing.  Please fix this!!!",2019-03-06
"211","PLEASE go back to old version","https://itunes.apple.com/us/reviews/id274022718","PurevVanilla","8.1",1,"My app updated this morning and now crashes before I can even sign in. Not once, not twice, but every few seconds for the past fifteen minutes. 

I finally gave up and signed in through the website because this app is now completely useless.",2019-03-06
"212","New update","https://itunes.apple.com/us/reviews/id241174434","ndjxidiieijsb388383!,!,/@","8.1",1,"Newest update is garbage. Won’t work",2019-03-06
"213","Broken","https://itunes.apple.com/us/reviews/id215021320","Niggaboo37373737","8.1",3,"Current version has a bug as I’m sure you are already aware.",2019-03-06
"214","Update crashes app","https://itunes.apple.com/us/reviews/id601690773","SMDutcher","8.1",1,"My BoA app updated last night and now won’t open. App crashes upon sign on. It’s the only way I access my account. Please fix.",2019-03-06
"215","Crash since updating","https://itunes.apple.com/us/reviews/id22258157","Hahsvausb","8.1",1,"Crashes every time since last update. Please fix ASAP",2019-03-06
"216","Won’t open","https://itunes.apple.com/us/reviews/id396676388","Gerlamin","8.1",1,"App won’t work on my phone or my wife’s.",2019-03-06
"217","Newest update not working","https://itunes.apple.com/us/reviews/id401935352","LaH-13","8.1",1,"The latest version of the app installed today on IOS 12.1.4 does not work. The app immediately crashes when opened. It simply displays the splash screen and then the login info for a split second and the just auto-closes.",2019-03-06
"218","Crash","https://itunes.apple.com/us/reviews/id38919132","diva861","8.1",1,"Since yesterday’s update the app keeps crashing which was not the case the day before. Please fix.",2019-03-06
"219","Keeps. Crashing","https://itunes.apple.com/us/reviews/id175007057","Henrry6789","8.1",1,"This update is not stable. The app keeps crashing. Please fix this ASAP.",2019-03-06
"220","Update crashes","https://itunes.apple.com/us/reviews/id201775594","MiataGal","8.1",1,"Latest update crashes when attempting to open app on iPhone XR. Please fix ASAP.",2019-03-06
"221","App crashing immediately","https://itunes.apple.com/us/reviews/id692510722","kobe bryabt","8.1",1,"App crashing immediately after opening. Can’t even login. Please fix.",2019-03-06
"222","Crashes, does not work","https://itunes.apple.com/us/reviews/id210460400","MEEN2015","8.1",5,"As of today (after the update). The app doesn’t allow you to sign in. Working perfect before the update.",2019-03-06
"223","The last update broke the app.","https://itunes.apple.com/us/reviews/id489660264","Snowballfx","8.1",1,"Can't open the app. After touch ID login, it crashes.",2019-03-06
"224","App doesn’t work","https://itunes.apple.com/us/reviews/id511922888","Anynameidontcare","8.1",1,"App doesn’t work",2019-03-06
"225","Bad Update","https://itunes.apple.com/us/reviews/id591881647","E. Chase","8.1",1,"I downloaded your recent update and now the sign-on page will not open.  I tried deleting/downloading and got the same result.  Any suggestions????",2019-03-06
"226","Crashes","https://itunes.apple.com/us/reviews/id31112524","Kaitlin #11","8.1",1,"App has always worked fine until yesterday’s update. Now it crashes upon open and you can’t even log in.",2019-03-06
"227","Crap","https://itunes.apple.com/us/reviews/id80008079","ukk7","8.1",1,"This app has been crashing constantly, I can’t even get into the app without it crashing, and I need to see my account balance and pay bills. Not cool.",2019-03-06
"228","Very bad update","https://itunes.apple.com/us/reviews/id180897379","Allen Matti","8.1",1,"Keep crashing needs to be fixed",2019-03-06
"229","Log In","https://itunes.apple.com/us/reviews/id987960245","Jhouser9","8.1",1,"Just installed the new update and now it won’t let me log in. Keeps crashing and closing the app. Tried to uninstall the app and reinstall it but still not working.",2019-03-06
"230","Latest version broken","https://itunes.apple.com/us/reviews/id42191878","tmhphoto","8.1",1,"Can’t open.",2019-03-06
"231","Latest update crashing app","https://itunes.apple.com/us/reviews/id174824204","Desinygirl","8.1",1,"Depend on this app for my card every day. Latest update keeps crashing the app, won’t let me sign in. Please fix!",2019-03-06
"232","Latest update","https://itunes.apple.com/us/reviews/id402005333","Df199473","8.1",4,"Latest update is fore closing, please fix ASAP!",2019-03-06
"233","New update","https://itunes.apple.com/us/reviews/id150875334","Sk1m4sk","8.1",1,"Since he newest update the app keeps crashing and won’t open",2019-03-06
"234","Bad release","https://itunes.apple.com/us/reviews/id162279875","Rnb98380","8.1",1,"App starts touchid comes up and app restarts again .... endlessly. Deleted app and reinstalled. Starts then blows up at login screen",2019-03-06
"235","New update crashes on open","https://itunes.apple.com/us/reviews/id100360605","knoodletpop","8.1",1,"Every time...",2019-03-06
"236","Crashes every time","https://itunes.apple.com/us/reviews/id35434311","Lardan","8.1",1,"Can not use since the latest update. Crashes on iPhone",2019-03-06
"237","Issues, app not staying open","https://itunes.apple.com/us/reviews/id37009902","texasbella","8.1",1,"I’ve had great success using this app until today. Page comes up. Asks for Touch ID. And then boom...closes out. Guess I won’t make sure all of my withdrawals and checks have come out correctly or not.",2019-03-06
"238","Update Crashing","https://itunes.apple.com/us/reviews/id27735089","WiseA29","8.1",1,"The latest update just crashes and I can’t even keep the app open. This is one of my most frequently used apps so it would be great to get it fixed!!",2019-03-06
"239","The new update crashes","https://itunes.apple.com/us/reviews/id175555678","BB8.AWAKENS","8.1",1,"I’m unable to use the new updated version because it keeps crashing",2019-03-06
"240","Usually great","https://itunes.apple.com/us/reviews/id449856117","Poofie11310","8.1",1,"The app is usually great. But they just updated it and now it won’t even let me sign in. The screen goes black and it tries to relaunch, it fails and just keeps blacking out and reloading.",2019-03-06
"241","Crashing!!","https://itunes.apple.com/us/reviews/id21026112","Vr6bora14","8.1",1,"Fix the crashing issue!!",2019-03-06
"242","BOA app","https://itunes.apple.com/us/reviews/id556562626","Mike Pnt J","8.1",5,"You need to fix the app cause it keeps crashing every time I open it!!!",2019-03-06
"243","Latest version keeps crashing","https://itunes.apple.com/us/reviews/id23174197","mustard76","8.1",1,"I loved this app until the lad test version started crashing.  Now it’s unusable :)",2019-03-06
"244","New version doesn’t open","https://itunes.apple.com/us/reviews/id505267514","StarryGirl92","8.1",5,"App updated over night. Will no longer open. Force closes during log-in. I use this app often so this is a huge issue.",2019-03-06
"245","Crashes all the time","https://itunes.apple.com/us/reviews/id113325554","Avsfan_19","8.1",1,"Used to be good but now it crashes every time I try to open it. Even tried deleting it and reinstalling it.",2019-03-06
"246","This app keeps crashing and won’t allow me to use it","https://itunes.apple.com/us/reviews/id109843349","Shinobiric","8.1",1,"Glitchy keeps crashing",2019-03-06
"247","Latest Update Keeps Crashing","https://itunes.apple.com/us/reviews/id112951997","Octavius Ermentrout","8.1",3,"Latest update keeps crashing at login on iPhone iOS 12.1.2.",2019-03-06
"248","Non functional","https://itunes.apple.com/us/reviews/id497194922","Sjsksjnfjfj","8.1",1,"After downloading latest update the app no longer functions.  IPhone 8.",2019-03-06
"249","Crashing?","https://itunes.apple.com/us/reviews/id33168972","jat1285","8.1",3,"Love the app.   It the latest version crashes before you are allowed to logon.  Tried to remove and redownload - same thing.",2019-03-06
"250","UPDATE CRASHES!","https://itunes.apple.com/us/reviews/id154057780","timebomb70","8.1",1,"App updated last night and now crashes when logging in. My iPhone 7 and my wife’s iPhone XS Max both experience this issue.",2019-03-06
"251","App crashes and won't open","https://itunes.apple.com/us/reviews/id21550036","H2oboogie","8.1",1,"After yesterday's app update, the app crashes immediately upon opening. I can't even sign in.",2019-03-06
"252","Update Fail","https://itunes.apple.com/us/reviews/id256457014","Groover69","8.1",1,"The latest update for this app is a total fail, my app shuts down and reboots before I get a chance to sign in, over and over. I depend on this app daily. I tried calling Corp, and got a million options until I got the correct dept and no one answered, no way to leave a message so, this is my message, FIX IT! I need total access or I am leaving you. A bank is a bank.",2019-03-06
"253","Latest update not working","https://itunes.apple.com/us/reviews/id36839166","notBarry","8.1",1,"The App crashes a few seconds after launch, can’t even start up or get to log in screen",2019-03-06
"254","Version 8.1 crashes upon opening","https://itunes.apple.com/us/reviews/id31626691","JC_traveler","8.1",1,"Historically this app has been reliable.  However, with the release of version 8.1, it crashes immediately upon opening.  This fault needs to be resolved.",2019-03-06
"255","New update crashes   WTH","https://itunes.apple.com/us/reviews/id38865646","sydnjonkon","8.1",1,"Fix this.",2019-03-06
"256","Update","https://itunes.apple.com/us/reviews/id32882522","ironspidey1127","8.1",5,"Latest update has it crashing immediately after reading fingerprint ID. Please fix ASAP",2019-03-06
"257","Do not update !!","https://itunes.apple.com/us/reviews/id407657019","shxwnty","8.1",1,"After latest update as others have said, app crashes as soon as you open it. Please fix ASAP",2019-03-06
"258","Fix!","https://itunes.apple.com/us/reviews/id109197324","Martimarv","8.1",1,"New update is completely destructive. Can’t even log in anymore without it crashing every single time.",2019-03-06
"259","7 yrs + This Bank & Their App have been AMAZING","https://itunes.apple.com/us/reviews/id538897433","Jenn999jenn","8.1",4,"Today after yesterday’s update my app crashes within seconds of attempting to load. Today of all days,.... I NEED IT TO WORK! 4 stars bc of years of great functionality.... credit where credit is due.... PLEASE fix I was really depending on the app today....",2019-03-06
"260","Crashing","https://itunes.apple.com/us/reviews/id220526300","Kimmer32","8.1",1,"Please fix as the update from 3/5/19 is crashing the app. Can’t even open it now!",2019-03-06
"261","Crashing","https://itunes.apple.com/us/reviews/id119313864","iPhone5User8","8.1",1,"I just updated at the app crashes everytime",2019-03-06
"262","Crash","https://itunes.apple.com/us/reviews/id190564955","Hnball","8.1",3,"Last update keep crushing. I cannot logon to my account",2019-03-06
"263","New update crashes","https://itunes.apple.com/us/reviews/id147689858","cllimate","8.1",1,"Logged in app and it crashed. Now it won’t start. Looked at app update and noticed that my iPhone X was updated this morning. Why",2019-03-06
"264","Recent Update is broken","https://itunes.apple.com/us/reviews/id206808341","dizidreemer","8.1",1,"This will not open and it will not allow private message about app issues. This level of failure is frustrating.  I would give the app a 0 stars.",2019-03-06
"265","Can’t open after update","https://itunes.apple.com/us/reviews/id37980347","RadRacing","8.1",1,"Updated this morning. Can’t open at all. Just crashes. Who tests this before pushing out an update!?",2019-03-06
"266","App keeps crashing","https://itunes.apple.com/us/reviews/id218079519","inmona","8.1",1,"App just updated and now I cannot sign in as every time I attempt to, the app crashes I am attempting to either type in my username/password or use Touch ID. I even tried to reinstall the app in case it was a temporary issue. No luck.",2019-03-06
"267","8.1 update broke the app","https://itunes.apple.com/us/reviews/id28573026","MRI.Tech","8.1",1,"Can’t even get in with the most recent update. Had to use the mobile site",2019-03-06
"268","Not able to login","https://itunes.apple.com/us/reviews/id222891262","Mattattack81","8.1",1,"App keeps rebooting after scanning my face to login with this last update.",2019-03-06
"269","App is crashing on start up","https://itunes.apple.com/us/reviews/id33608022","muntz","8.1",4,"App is crashing on start up with Face ID in an endless loop after latest update.",2019-03-06
"270","App not working!","https://itunes.apple.com/us/reviews/id151596055","Worst tank game ever","8.1",1,"Downloaded newest version 8.1. App goes to login screen and then closes. DON’T DOWNLOAD THIS UPDATE!!",2019-03-06
"271","New update","https://itunes.apple.com/us/reviews/id448460140","fix it now 123","8.1",2,"I just updated the app and it doesn’t work anymore. The screen turns black when you try and log in. Please fix",2019-03-06
"272","Ya’ broke it","https://itunes.apple.com/us/reviews/id170494902","Jpaquino3","8.1",3,"Recent update makes it crash while logging in.",2019-03-06
"273","App crashing","https://itunes.apple.com/us/reviews/id105007487","Salts_25","8.1",1,"The app keeps crashing and won’t open correctly ever since I updated yesterday",2019-03-06
"274","App crash","https://itunes.apple.com/us/reviews/id927097908","hdjdcshjsj","8.1",1,"App keeps crashing after recent update",2019-03-06
